x0, x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, y
-298, -10, 714, -710, -679, -537, 196, -509, 273, -42, 888, -718, 838, 193, 467, -358, -838, 662, 835, -613, -909, -825, -61, -477, -401, -471, 622, 354, 202, 870, 777532
523, 517, 888, -740, 749, -914, 512, 461, 526, -531, -747, -76, -870, -700, -170, 469, -446, 373, -271, -186, -924, 673, -180, 122, -304, -395, -430, 357, -868, 842, 1270732
-909, 66, 310, 278, 144, 626, -334, -453, 580, -173, 266, 165, -594, -225, -1000, -532, -795, -999, 673, 667, 479, 478, 570, -974, 568, 935, 236, 916, 634, 96, -3957555
191, 217, 161, 960, -991, -976, -388, 158, 845, 76, -107, 393, -996, 230, -673, 886, 869, 398, 595, 210, 920, 607, 433, -32, -74, -109, 912, 571, 942, 950, -156554
267, -938, 9, -962, 954, -309, 20, -778, -271, 309, -898, -992, -965, -722, 69, 991, -364, -99, 709, -651, 262, -779, -879, 106, 476, -351, 656, -815, 61, -491, -1627612
55, 25, 708, -827, -322, -181, 709, -572, 49, -628, 598, -1, -333, -6, -94, 344, 420, 951, -271, -935, -376, -199, -870, 225, -889, -854, -751, -548, 520, 883, 2761054
73, -628, 896, -259, -137, 256, -816, 613, -731, 297, -933, 397, 646, -399, -240, -140, -637, -992, -89, 155, 719, 567, -348, 908, 917, -652, -384, -298, -995, -911, 2105640
-607, -780, -189, -215, 328, 532, 842, 170, -901, -937, 307, 323, 196, -738, -652, -470, 507, -267, -363, 187, 186, -124, -320, 729, -411, -833, 286, 472, 549, 686, 1415818
-760, 298, -80, -604, -434, 888, -653, 171, 399, 929, 165, -616, 34, 888, 460, 360, -245, 256, 308, 148, -611, -29, 244, -223, -583, -386, -427, 36, 799, -794, -1017296
337, 215, 873, -819, 971, -432, -329, -882, -614, -519, 562, 824, 940, -415, -585, -497, 770, -429, -194, -154, -957, -383, -20, 635, 115, 441, -925, -158, 935, -543, -7945
-32, -867, -95, 256, -197, -316, -846, -627, -236, 380, 112, -694, -393, 771, -872, 218, 46, -695, -848, 725, 733, 497, 572, 86, -655, 414, 513, 723, -153, -383, -3626758
-46, -576, 646, -921, 500, 765, 824, 868, 822, 250, 158, -684, 403, 351, -67, -323, 56, -862, 532, 109, 662, -3, 475, 422, 712, -949, -358, -373, 196, 326, 2116566
11, 544, -105, 665, -628, 367, -494, -149, 589, -856, -976, 393, 207, 813, 452, -398, -120, 496, 299, 964, -109, 839, 660, -765, -160, 384, -642, -170, -696, -15, -1272487
-328, -374, -839, 259, -532, 825, -964, 117, -142, -932, -532, 747, -394, -814, 135, -237, 642, -412, 614, -493, 137, -416, 35, 961, -664, -907, 271, 683, 731, 104, 590708
845, 893, -470, -492, -417, -616, -609, 617, 519, 109, -499, -584, -813, 316, -348, -113, 110, -11, 76, -589, -549, -546, -360, 941, 583, 972, 740, -303, -233, 745, -1153347
482, -453, 540, 753, -769, 262, 712, -535, -712, -155, -68, 235, -822, 569, -628, -359, -941, 833, 249, 651, -204, 94, 4, -332, 126, 417, 81, -135, 849, 697, -1182051
-338, -90, 65, 897, -626, 666, 935, 802, -611, -415, -161, -611, 458, 75, 813, 479, -306, -92, -838, 279, -279, 269, -223, 660, 384, -462, -677, -321, -404, -48, 2695949
757, 84, -22, -739, -417, 843, 607, -244, -35, 497, 32, -244, -57, 340, 320, 64, 788, -381, -693, 88, 900, -555, -580, -460, 236, -490, 140, -663, -594, -951, 2351563
-76, -175, -612, 145, -548, 757, -620, -520, 693, 309, 962, -8, -66, -580, -459, 368, 967, -477, 790, -89, 677, -254, 585, -572, -911, -116, 156, 857, -636, 923, 2350393
531, -94, 597, -105, -582, 59, -289, -230, 940, -534, -289, 906, 772, -979, 953, -294, 983, 39, -205, -840, 537, -805, -550, 647, 776, 897, 868, 339, 256, 946, 4276134
-14, 598, 532, 415, 67, 583, 976, -101, -287, 300, -303, -350, 816, 823, -753, 968, 164, -480, 237, -170, -492, -427, 267, 292, 35, 315, -299, 583, -40, 117, 1757178
595, -216, -255, 663, -143, -835, -611, 462, -850, 218, -429, 785, 508, -795, 439, 702, 977, -471, 458, -170, 147, -836, 860, -758, -831, 164, 204, -636, -682, 583, 2880244
849, -88, 433, -746, -821, 776, 974, -472, 424, -840, 816, 524, 578, -655, -429, 622, -501, 806, 149, 7, -840, -828, -137, 475, 202, 319, 413, -531, -660, 5, 3665073
-317, -214, -179, 492, -322, -353, -106, -732, -362, -213, 656, 43, 286, 452, 875, -89, -75, -353, -852, 213, -667, -546, -492, -304, -534, 578, -163, -574, 425, -862, -2731548
-471, -663, 85, -163, 856, 587, 752, 723, -910, -899, -923, 625, -489, -274, 654, -831, 160, -534, -664, -331, -578, 636, 45, 51, 540, -682, 626, -533, 25, 182, 362165
-835, 944, -421, -603, -310, 869, 328, 185, 203, -569, -820, -939, -231, 491, 537, -557, 604, -89, 166, -405, -373, -468, -149, 491, -329, 292, 499, -270, -179, 390, -593733
-97, 575, -692, 180, 548, -465, -276, 421, -667, 780, 169, -139, -918, -926, -395, 800, 435, -808, 79, 601, 221, -230, 713, -325, 596, -590, 760, 249, -174, -838, -973086
-637, 749, 864, -829, 367, 134, 533, -218, -206, 953, -261, -605, 390, -435, -572, -728, 948, -548, 774, -36, -77, 186, 845, -24, 132, 674, -247, 217, 269, -878, 223078
-156, 9, 677, -128, -323, -356, 595, 307, 12, 52, -973, 815, -947, -759, 511, -749, 967, -250, -608, -206, -406, 57, 502, 178, 546, 498, -82, -574, -284, -568, 1315696
-770, -817, 595, 825, 446, 744, 364, 19, 9, 543, 550, -765, -66, 429, -490, -371, -157, 924, 464, 729, 833, 790, -723, 325, 686, -811, 394, 590, -582, 34, 161052
-636, 553, -283, -114, 753, -98, 590, 167, -661, 880, 858, 661, 896, 108, -81, 574, -225, -306, 167, 915, -580, 832, 400, -623, 102, 6, -675, -336, -933, 463, 2057097
149, -911, -173, -331, 224, 95, -926, -825, 855, -503, 673, 390, -295, 578, -683, -176, 646, -422, -523, 928, -119, -394, -740, -329, 471, -674, 520, -93, -248, 744, -1753161
999, -811, 199, -179, 219, 459, -1, 757, 486, 569, 926, 66, -925, 799, 363, 697, 199, 508, -801, -562, -518, -527, -50, 730, 776, -913, -676, 816, 532, -33, 2899366
-109, -681, -89, -992, -462, 238, 504, 829, -456, 494, 667, 306, 14, -358, -131, 236, 196, -100, -261, -762, 43, -151, -151, 725, 51, 665, -792, -84, -966, -62, 4321302
-773, -540, 283, -267, 554, -897, 505, 651, 892, 530, -875, 230, -677, 167, -627, 800, -62, 521, 195, 564, -888, -825, -887, 704, 399, 869, 74, 867, 228, -725, -2563571
225, 889, -886, -590, 549, 186, -498, -239, 213, -769, 164, 495, -363, 615, 928, 779, -846, -177, 697, 558, 987, -277, -672, -784, 268, 211, 998, 162, -443, -864, -2782743
-967, 490, -939, -25, 929, -359, 725, -221, -772, -729, 769, -739, -608, 593, 881, -983, 75, -704, -347, -591, 507, -920, -577, 74, -350, -105, 436, -72, 529, -773, -4677654
-401, 688, -518, -169, -627, 761, -702, 633, -441, 657, 446, -278, 704, 248, -637, 714, 442, 901, -253, 467, 564, 320, -613, -954, -142, 464, 747, 618, -294, -853, 662401
-481, 702, 343, 428, -93, -343, -204, 599, 59, 641, -783, -717, 954, 952, -648, -209, 714, -937, -640, 147, -548, -676, 577, -363, -713, 311, -766, -637, 539, 586, -1285936
256, -235, 532, -63, -674, -880, -675, -211, 670, 523, 324, 949, -210, 155, -369, -84, -370, 39, 308, -540, 680, -295, 494, -468, -16, -405, -325, -557, 496, 309, 304697
-770, -462, -495, 598, -890, -929, -419, -573, 69, -549, 38, -975, -368, 522, 366, 762, 463, -712, -889, 868, 270, 755, 42, 905, -801, 71, -269, 279, -401, 449, -2049581
582, 266, -242, 501, 573, 856, 576, 377, 732, 400, -535, -933, 32, -98, -369, -390, -847, -707, 540, 828, 57, -408, -667, 450, -269, 619, -379, 22, -943, -945, -2348607
902, -361, -736, -434, -273, 265, -927, -549, -150, 186, 532, 642, -6, -430, 713, -811, -800, 876, 226, -312, -430, 773, 164, 752, -825, -123, 266, 592, 688, 825, 823276
-789, -673, -370, -420, 493, -23, -662, 74, 847, -559, 512, 245, -303, -409, -399, -975, -622, -810, 899, 522, 585, -824, -254, 516, -548, 348, -218, 671, 195, -773, -4458887
-241, -191, 107, -74, 338, -202, 262, 34, -639, -699, -912, -660, 549, -576, -861, 44, -833, -193, -796, 609, -812, 12, -40, 384, 856, 202, 987, -196, 818, -457, -3426888
-654, -18, -339, -424, -709, -669, 438, 308, -379, 801, -929, 149, -173, 749, 746, 970, -649, -791, -388, -352, -782, 62, 1000, 809, 761, 337, -74, -543, 908, 535, 341562
-343, 691, -100, -580, -203, 951, 337, 929, -374, 88, -381, -320, -993, -52, 143, -477, 354, 181, -540, 438, -317, -57, 408, 601, -972, -869, -937, -59, -329, 488, 2120799
-199, -999, -360, 960, 131, 557, -559, 671, -802, 458, -524, 73, -217, 524, 502, -107, -923, 358, 966, 877, -875, -595, 892, -223, 575, 707, 214, -44, -989, -55, -1251057
619, -129, -449, -448, 39, 303, 913, 65, -43, -50, 407, 990, 64, 509, 985, -962, 148, 904, -547, -524, 688, -905, 78, 113, -282, 755, -974, 127, -528, -130, 2729302
-119, 378, -126, 790, 503, 84, -165, -901, 143, 445, -842, -173, 5, 674, 910, -315, 65, 575, 626, 797, -925, -81, 874, -364, -502, -783, 823, -636, 134, -953, -3428568
638, 690, 124, -83, -470, -515, -851, 247, 122, -728, -681, -336, 986, 241, -944, 71, 699, 470, 507, -774, -293, -682, -716, -249, 642, -526, 902, 437, 253, -877, -748581
340, 101, 941, -676, 534, 606, 700, -914, -109, 65, -540, 433, -628, -670, -749, -538, 323, -577, -250, 508, 215, -605, -934, -492, 853, -694, 403, -253, 942, -563, -509672
75, -840, 559, -895, -991, -553, 941, -528, 683, 277, -877, -502, -444, 333, 658, 943, -787, -427, -402, 61, -13, 704, -337, 1000, 73, -483, -516, -798, 972, 973, 1239326
957, -667, -581, 892, -495, -576, 441, -829, 408, -723, -884, -858, -534, 414, -418, 989, 516, 580, 185, 463, -555, 685, -121, 414, -943, 59, -12, 573, 712, -332, -2877489
-737, -162, 467, -354, 438, 825, 131, -150, 633, 232, -643, 255, -301, -192, 512, -675, -361, 735, 598, -487, -302, -386, -833, 672, -226, -192, -932, 694, -318, -174, 1026079
-163, -839, 322, -866, -890, -815, -686, -145, 37, 502, 748, -917, 214, -666, 482, -53, -115, 564, 814, 556, -709, 176, 491, -781, -159, 847, -173, -165, 716, 791, 35167
-848, -236, 60, 478, 977, -970, -663, 420, 83, -667, -782, 599, 852, -758, -29, -524, -977, 705, -118, -282, -141, -241, -901, -503, -504, 860, 857, -219, 590, -92, -4335152
535, -243, 569, -345, -946, -310, -832, -796, 502, 767, 50, -647, -32, -768, 642, 632, 780, 984, -561, -794, -708, -734, 879, 411, 584, 538, -733, 993, 453, 325, 3792238
-686, 610, 497, -330, -930, 414, -984, 632, 90, -549, -981, 814, -580, 605, -800, 313, -738, 96, 624, -157, 927, -604, -4, 841, -517, 51, -117, -892, 296, 467, -553438
-964, 164, 199, 605, 730, 195, -102, -662, 423, 624, -61, -708, 618, 531, 945, 80, 597, -327, -322, -403, -643, 938, -296, 692, -511, 992, 424, -680, 317, 376, -1549272
-243, 39, -800, -185, -889, 627, 608, -902, -191, 123, -965, -269, 825, -703, 794, -675, -659, 57, 3, -944, -615, 955, -855, 407, 4, 876, -960, 258, 297, -327, 862320
-309, 454, 325, 949, 730, -845, 287, 81, 62, 601, 874, 310, 847, 482, 739, 722, 5, 409, -903, -8, -963, 836, -385, -744, -203, 620, 232, -626, 874, -921, -1907565
-748, -55, 349, 681, -379, -126, -311, -37, -665, -237, 890, 928, 141, 500, 233, -511, 196, 242, 167, -56, -414, -370, 934, 940, -462, -886, 940, -869, -222, -923, -487906
-115, -724, -776, -445, 487, 563, 399, 742, -939, 497, -765, 693, 349, -399, 231, -633, -569, 205, -141, -347, 991, 533, 336, -952, 952, -759, -748, -792, -422, -701, 1836539
958, -614, 128, 864, 928, 308, -951, -878, -282, -224, 305, 999, -724, -991, 335, 405, 117, 998, 252, 162, 453, 214, 534, 317, 145, -639, 908, 753, -980, -966, 889078
45, 536, -483, 697, -788, 308, -804, 963, 604, -465, -117, 716, 241, -331, -76, -752, 809, -739, -323, 329, -627, 751, 17, 607, 669, -484, 219, 531, 998, -590, -458075
-168, 831, -373, -348, 258, -533, 645, -180, 788, 28, -570, -971, 648, -651, 860, 169, -884, 554, 866, -743, 630, -101, 501, 790, 485, -450, -923, -772, 904, 554, 745608
-470, -577, 674, -569, -801, -146, -205, 845, 501, 604, -901, 988, -430, -29, 174, 13, -112, 743, 383, -706, -117, 1, -415, -761, -976, -869, 259, 530, -869, 960, 3628114
-149, -352, -592, 721, 567, 720, -311, 383, 675, -415, -11, -3, -824, 41, -544, 575, 974, -30, 669, -901, 833, -833, -533, -194, 744, -509, 841, -233, -84, 114, -377991
987, 557, -435, 422, -675, -563, 72, 401, 190, 525, -790, -158, -184, -168, 548, 992, 775, -488, 604, -839, 591, -31, 730, 406, 893, 919, 870, 476, -663, -906, 1904605
-743, 182, -509, 668, 171, -412, 107, -705, -988, 268, 326, 251, 421, -278, -309, 402, 728, 898, -647, -950, 431, 716, 671, 793, -979, 462, -859, -967, 226, -241, 676495
610, 23, 619, 651, -273, -247, 956, -720, 939, 772, 172, -106, -756, 111, 84, 358, 35, -535, -33, -222, -906, -41, -908, -599, 253, 65, -366, -766, -195, 115, 172230
-773, -604, 330, -101, 295, -644, -634, -131, -362, 215, 685, 163, -848, 943, 367, -290, -970, -422, 275, -709, -65, 79, 444, 892, -497, -412, -550, 732, -313, -120, -1799758
922, -267, 54, -478, 499, 940, -846, 489, 62, -251, -820, 230, 269, 449, -921, 507, -136, -664, -799, -407, -867, -908, 974, -708, -756, 585, 318, 271, 73, 710, -256934
-498, 895, 226, 875, -288, -389, -528, -57, 804, 287, 243, -762, 280, -843, 677, 387, -85, 115, -916, -684, -833, 528, 214, 140, 265, -621, 628, -736, 942, -225, -863739
26, -48, 368, -373, 211, -264, 75, 307, 882, -274, 951, 662, -704, -235, 149, -160, -371, 232, 437, 315, 419, 180, -268, -86, -471, -617, 155, 940, 658, 969, 502735
719, -705, -31, -88, -119, -727, -898, 592, -652, -595, -322, 142, -454, 826, -914, -500, 708, 908, 701, -189, 777, 48, -529, -173, -387, -860, 508, -66, -538, 313, -528293
-300, -364, -730, 660, 131, 543, 284, -242, -26, 547, -465, -463, 43, 437, 114, -236, -181, -1, 124, 324, -505, -302, -986, -65, 940, -882, 337, -226, 4, -979, -2103647
-952, -618, 251, -345, 546, -455, -635, -377, 63, 761, -500, -665, 770, -86, -796, -663, -377, 408, 862, 571, 591, -690, -734, 84, -831, -710, -286, -912, 131, -208, -2938499
518, -561, -198, 419, 100, 545, -314, 897, -741, -804, 46, 183, -944, -108, 971, 603, -582, 812, -880, -633, 783, -656, -748, -536, 896, 450, 653, 595, -823, 709, 2212439
-649, -738, 729, 620, -51, 414, -454, -206, 618, -186, -188, -699, -264, -621, -126, -851, -723, -464, 831, -362, 306, -265, 343, 688, -850, -892, 391, 605, -562, -231, -1455527
-35, -571, 279, 71, -76, 897, 613, -569, 138, 213, 529, 236, 610, -515, -251, -146, -529, -455, -208, -142, 697, -253, -640, 936, 248, 250, 929, 194, 448, 40, 1128966
748, -138, 378, -803, -634, -510, -155, 523, 7, 859, 538, 791, 89, -642, 531, -261, -642, 533, -23, -102, 300, 721, -680, 388, 926, -934, 190, -418, -120, 238, 4074137
-823, 577, 237, -698, -571, 390, 219, -503, 0, 394, 36, 156, -811, 778, -653, -794, 783, -722, -452, -365, 935, -170, -383, 711, 573, -460, 917, -440, 381, 100, -446214
801, 544, -624, 505, -61, 360, -434, -466, 882, 378, 723, -864, -372, 417, 86, 971, -271, 998, -367, -584, -718, -649, -15, -3, -668, 666, -707, -452, -876, 341, 36654
749, -314, -264, -828, 715, 549, 723, 752, -247, -272, -421, -16, -642, -72, 994, 0, 136, -262, -285, 176, 783, -933, 368, -221, -447, 979, -725, 975, -320, -544, 1180079
502, 29, 812, -561, 496, -800, 6, -534, -973, 579, 57, 434, 356, -516, -960, -39, -567, 837, -389, 644, -304, 545, 490, 901, 696, 865, -263, -990, 70, 801, 1044957
414, 854, -227, 465, 406, 707, 421, -391, 563, -390, 458, 117, 990, -296, 217, -824, 46, -20, -466, -764, -541, 624, 232, -507, 445, -885, -441, 107, 999, 687, 1413963
611, 108, -495, 611, -661, 625, 828, -336, -503, 858, 31, -993, -405, -933, -969, 716, -534, 892, 521, 107, -454, -650, 861, 534, 862, 292, -194, -65, 8, -955, 831530
-969, 460, 994, 199, 552, -56, -193, -623, 229, -270, -964, -269, 108, 989, 185, -110, 166, -480, 162, 312, 935, -443, 647, -902, 404, -480, -915, -971, -46, -527, -2273812
610, 462, -262, -808, 632, -933, -606, 283, -426, 229, 960, 625, 643, 33, 785, 713, -161, -977, 274, -404, -475, -591, 377, 614, -565, 234, -727, -801, 336, 279, 1198350
-735, 637, 105, -398, 10, -862, 299, 959, -901, -473, -888, 141, -672, 948, -1000, -524, -156, 583, -532, 265, -366, -301, -723, -789, -894, -77, 510, 276, -845, 83, -2758216
136, -103, 744, 267, -139, 998, 241, -579, -827, -957, -295, -601, 105, 15, 937, 165, -376, 173, 991, -101, 175, -205, -198, -726, 407, -115, 787, -67, 469, 987, 1322631
497, -280, 233, 941, 900, -802, 92, 977, -568, 346, -806, 432, -594, 335, -574, -91, -750, 896, -42, -851, -581, -699, -123, -326, 757, 234, -18, 480, 889, -644, -2488046
385, 795, 270, 376, 454, -224, 120, 4, 405, 979, 608, 362, -947, -266, 529, -847, 312, -20, -365, -248, 734, -58, 279, -359, 684, -116, -986, 828, 14, 394, 1804126
-24, 287, -799, -530, -626, -395, 657, -213, -493, 900, 112, 225, 940, 279, 656, 88, 573, -459, 710, -146, 47, -497, 614, -629, 982, -416, -892, 947, -251, 368, 4231118
-332, 955, 521, -457, 93, -726, -408, 58, 18, 102, 180, 890, 916, -107, 220, 715, 653, 267, -877, -976, -975, -975, -836, 77, -655, -439, 267, 114, -556, -468, 2404271
956, 303, -842, 774, 986, -489, 166, -941, -81, 564, 543, 9, 162, -700, -551, 14, -597, -809, 496, -474, -701, -337, 581, -286, 766, 60, -373, 514, 204, -463, -1844810
-212, 407, -524, -294, 590, 40, -589, -534, 867, 29, -288, -320, -873, 774, -200, 222, -509, 997, 484, 318, -644, -307, -221, 63, -332, -604, -630, 384, 558, -39, -3583482
-908, -782, -63, -926, -136, 187, -288, 161, -462, 120, 238, 446, -953, -51, 212, 675, 122, -259, 113, 317, -372, -339, 206, -267, 661, 781, 656, -530, 151, 137, -392338
-72, 64, 564, -641, -235, 164, 498, 563, -843, 222, -97, 517, -11, -415, -930, 222, 160, 183, -563, -329, 357, 766, 100, 845, -286, 697, -694, 140, -885, -603, 3115099
-266, -31, -329, -859, -954, 190, 519, -717, -662, 524, -856, -538, -238, -785, -231, -254, -251, -410, 65, 716, -32, 764, -826, -859, 488, -419, 447, 740, 779, 448, 174530
646, 400, -898, -613, -442, 973, -932, -740, -374, 705, 627, -155, 747, -680, -398, 812, -778, 227, 360, 22, 89, 244, 69, -442, 558, 447, -66, 730, -687, -221, 2168994
-437, 336, -871, 523, 41, -610, -580, -568, 152, 255, 829, -582, 110, 490, -360, -251, 472, 329, -168, 453, 129, -881, 744, -790, 288, 5, -251, 5, -461, 6, -2442988
-337, 571, -20, -294, 460, 70, -954, 622, 526, -264, -603, 943, -170, 714, -370, -135, 430, 173, -267, 455, 722, -234, -56, -481, 788, 571, 461, -652, 327, 134, -1953021
-87, 734, -397, -791, -833, -417, 265, 86, 692, 427, -573, -933, 215, -698, 536, -318, 332, 462, -962, 174, -370, 599, 440, 884, 222, -265, 459, 270, -870, -664, 1232347
-570, 869, 721, 219, 827, -860, 410, 906, -896, -547, -100, 738, 178, -775, 457, -871, 277, 696, 111, -176, 590, -819, -780, 794, 844, 240, 831, -297, -858, 885, 2329656
-599, 78, -657, 62, -463, 470, 530, 70, 871, -210, 866, 378, -290, -666, -290, -307, 971, 151, 511, 169, 168, 585, -48, 900, -79, -78, 207, -609, -962, -964, 762767
-579, -519, 330, 415, -446, -685, 567, 423, 389, -853, 785, 516, -158, 8, 68, -778, 344, 569, 988, -571, -878, -305, 670, -60, -442, 586, 22, 912, 531, 33, -653640
-854, 728, 900, 669, -491, 268, 951, -432, 902, -655, -112, -123, 49, 920, 94, 546, -581, -480, 181, 905, -249, 843, -468, 358, -784, 986, -212, -996, -444, -90, -2168730
946, 288, -743, 436, 542, 757, 907, 601, -376, -601, -930, 664, 446, -675, 161, 173, 288, -90, -726, -864, -584, -586, -448, 864, 76, -469, 32, 436, -266, -557, 2776917
-624, -305, -188, 821, 184, 146, -484, -513, 729, 203, -690, 568, 904, -419, 900, -902, 593, -682, -898, 155, -452, 591, -708, 898, 124, -290, -533, 799, -151, -510, 32222
-882, 185, 330, -880, -750, 208, 723, 946, -520, 123, 76, -843, -151, -390, 694, -908, -275, 477, -472, -214, -648, 846, 347, 841, 184, -276, 150, 630, 109, 154, 2136561
-845, 163, -884, 636, 793, 261, -262, 936, 507, -244, 607, 74, 766, 981, -909, 32, -597, -402, -535, 527, -119, -186, -378, 302, -183, 901, -875, -260, -713, 526, -2659369
100, 227, -594, -37, 698, -26, -303, 434, 927, -435, 308, 910, 706, 805, 368, -551, 815, -962, -440, -719, 520, 967, 891, -444, 96, 979, 416, -286, -776, 501, -65402
534, 366, -539, 843, 645, 986, 902, 69, 653, -315, -60, 411, 547, -328, -523, -542, -663, 471, 71, -433, 651, 496, 53, -750, 43, -440, -624, -66, -728, 469, 1444483
-340, 268, -772, -582, 423, -388, -404, -903, 57, 391, 344, -828, -14, -875, -239, -674, 634, -194, 167, -338, -579, -759, -800, 954, -903, -361, -163, 159, -567, -531, -1545577
-532, 488, 492, 421, 340, 427, -231, -562, 157, -361, -895, -2, 658, 925, 303, 966, 724, -332, -268, 594, -915, 270, -559, -496, -736, -914, -253, 166, -50, 141, -54374
554, 43, 242, 523, 766, 551, -227, 882, 903, -353, -317, -943, -481, 74, 902, -270, 33, 57, 709, 673, 943, 300, 856, -334, -711, -22, -123, -847, -738, 138, -881779
-71, 704, -553, 587, 695, -999, -404, -171, 43, 332, -71, -42, 892, -572, -69, 94, 311, -886, -304, -740, -712, 8, -594, -537, 684, 521, -34, 776, 173, -118, -1289750
560, -639, -855, -2, 537, 691, -912, 908, -967, -448, -309, -975, 475, 990, 509, -663, 912, -86, -482, 746, -855, -614, -255, 40, -569, -284, 153, -598, 149, -957, -2732031
-15, -183, 3, 679, 775, -842, 496, 426, 249, 239, 387, -619, -209, 153, 728, -942, 644, -849, -599, 474, 166, -134, 182, -165, -319, -870, -524, 492, 694, 538, -1196081
-475, -942, 263, 537, 790, 401, 234, -510, 982, -54, 959, 799, -81, 619, 219, -785, 450, -246, 933, 6, 973, -993, -888, -870, -71, -4, -937, 335, 226, -364, -1221723
-818, 751, 878, -799, 522, -238, 183, 82, -58, 163, -980, 280, -313, 556, 640, -439, 823, 894, -924, -935, -817, -935, -106, -573, -137, -751, 957, -925, 234, -219, -91179
-934, -167, 21, 754, 234, 284, 852, 459, -82, -159, 72, -791, 2, 237, 800, -43, 985, -202, 577, 782, 52, -800, 804, 784, 801, -801, -429, 788, 340, 43, 1212509
771, 351, 640, -465, -381, 383, 763, 160, -855, -494, 99, -952, 157, -905, -874, 143, -527, -14, -664, 933, 483, 600, 436, 312, 856, 155, 23, -863, 337, -194, 1010621
-943, -49, -279, -364, 152, -58, 792, 54, -343, -807, -479, 966, -484, -164, 123, -18, -504, 644, 98, 463, -995, -343, 276, 255, 706, 448, 697, 589, -154, 310, -570516
-101, -688, -889, 872, 438, -47, -863, -395, 881, -389, -993, 292, -72, -731, 835, -92, -288, 135, 771, 622, -138, 931, -731, 402, -507, 994, -271, -349, 955, 247, -3697470
-965, -828, -472, 979, -109, -346, -96, 212, -510, -575, -398, 136, 673, -976, -593, -827, -348, 313, -181, -796, 550, -694, 82, -745, 871, -377, -634, -614, 651, -711, -1802925
366, 198, -311, -676, 405, -267, -754, 966, -264, -623, -153, 397, -138, -782, 128, 119, -243, 425, 907, -753, -962, -693, -148, -248, -87, 796, 320, 698, -834, -540, 84331
-736, 599, 914, -545, 162, 948, -624, 970, -803, 212, 883, -1, 958, 347, 150, -134, -734, 902, -329, 460, 922, -214, -142, 836, 926, -474, -507, 365, 368, -714, 2391930
500, 739, -767, 332, 903, 515, -479, -624, 21, 361, 20, 824, 94, 171, 246, 142, -474, 158, 784, -703, 448, 528, -110, 965, 829, 503, -323, -408, -956, 774, 1591430
-191, -743, 562, 603, 344, 18, 763, -908, 545, 252, -502, -870, 603, 848, 892, -152, 197, -550, -542, 154, -294, 491, -556, 109, -274, 304, 462, -645, 757, -653, -2877198
571, -436, -466, -519, -911, -401, -903, -543, -4, -173, 893, -76, 362, -804, 275, -587, -402, 117, 641, 695, -444, -373, -612, 310, 423, 153, 900, -45, 949, -265, -1572293
-766, -593, -787, -998, -703, 936, 249, -810, -95, 680, 148, -892, 890, 878, 936, 661, -894, -878, 634, 542, -561, 286, -496, 376, 366, 90, -209, -483, -550, 695, 1068774
170, -915, 916, 401, 874, 798, 174, 280, 322, -552, -22, -564, -360, 851, -568, -200, -302, -385, -56, -527, -328, 698, -603, -518, 77, -45, -801, 441, 981, 506, -1692047
-465, 652, 569, -994, 285, -224, 344, -991, 975, 207, -880, 115, 20, -224, 819, 997, -10, -823, 82, -40, 893, 774, 316, 408, -442, -328, 168, 953, -325, -996, 612351
362, 753, -209, -511, -963, 550, 932, 654, -557, -770, -258, 82, -539, -927, -859, -321, 50, -775, -720, 865, -168, 70, -215, -850, -950, -134, 743, -776, 250, -340, -596975
-48, -38, 656, -640, -656, -957, 160, 781, 602, -746, -118, -215, -385, -406, 315, 792, 539, -684, 981, -200, -430, -959, 619, -401, -658, 543, -901, 901, 503, 88, 923676
692, -558, -253, -86, 908, 981, -960, 18, -350, 908, 582, 283, -123, -509, -341, 296, 764, -549, 902, -876, -490, 649, 940, -835, -217, 947, -383, -927, 40, 800, 1787655
267, 893, 75, -46, -20, -950, 781, -271, -234, -228, 842, -702, 366, -896, 582, 597, 10, -195, -809, -401, 880, 722, -995, -776, -495, 634, 345, 977, -654, -219, 1252974
210, 370, -462, -560, 568, 57, 40, -89, 47, -563, 738, 28, -677, -325, 903, -164, 975, -693, -56, -598, -887, 480, 802, 353, -836, 748, 479, 67, -712, 616, 712815
404, 762, 866, -981, -210, -831, -523, 190, -770, 346, -631, 545, -851, -350, -258, 815, 947, 406, 881, -843, -844, 995, 863, 375, -709, -696, -538, -922, -269, 197, 3388098
72, 825, 235, 111, -812, -634, -613, -845, -649, -54, 541, -638, 926, -935, 520, -804, 945, -348, -943, 895, -922, -300, 546, -436, 397, 794, -22, 928, 530, 184, 347462
-317, 52, -588, 334, 804, -278, 847, 801, 621, 744, 672, -381, 402, 938, -115, 406, -217, 255, -866, -545, -543, -335, 590, -877, 755, -398, -447, -675, 755, -480, -1499542
853, -863, -964, 224, -109, -214, -911, 465, -449, 2, 508, 286, 99, 443, 90, 319, -657, -594, -918, 928, -466, 143, 886, -161, -177, 472, -971, -650, 631, -435, -2401530
730, 763, 833, -400, -228, -37, -353, 460, 16, 250, -364, -560, -446, -287, 806, 794, -526, -500, 888, 321, -506, 985, 455, -944, -230, 206, -831, 590, -938, 635, 2610224
